id,emission_type,livestock_category_type,livestock_production_type,climate,moisture,manure_management_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10.14 (footnotes)."
129934,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
129935,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Deep Bedding,0.4,0.28,0.52,
129936,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Composting,0.625,0.4375,0.8125,
129937,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Moist,Aerobic Treatment,0.85,0.595,1.105,
129938,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Lagoon,0.4,0.28,0.52,
129939,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Liquid/Slurry,0.293333333,0.205333333,0.381333333,
129940,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Solid Storage,0.355,0.2485,0.4615,
129941,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Dry Lot,0.45,0.315,0.585,
129942,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
129943,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Daily Spread,0.07,0.049,0.091,
129944,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Digester,0.275,0.1925,0.3575,
129945,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
129946,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Pit<1Month,0.25,0.175,0.325,
129947,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Pit>1Month,0.25,0.175,0.325,
129948,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
129949,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Deep Bedding,0.4,0.28,0.52,
129950,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Composting,0.625,0.4375,0.8125,
129951,EmissionType object (3),Breeding Swine,Low-Productivity,Warm Temperate,Dry,Aerobic Treatment,0.85,0.595,1.105,
129952,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Lagoon,0.4,0.28,0.52,
129953,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Liquid/Slurry,0.293333333,0.205333333,0.381333333,
129954,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Solid Storage,0.355,0.2485,0.4615,
129955,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Dry Lot,0.45,0.315,0.585,
129956,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
129957,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Daily Spread,0.07,0.049,0.091,
129958,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Digester,0.275,0.1925,0.3575,
129959,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
129960,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Pit<1Month,0.25,0.175,0.325,
129961,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Pit>1Month,0.25,0.175,0.325,
129962,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Poultry Manure,0,0,0,
129963,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Deep Bedding,0.4,0.28,0.52,
129964,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Composting,0.625,0.4375,0.8125,
129965,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical Montane,Dry,Aerobic Treatment,0.85,0.595,1.105,
129966,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Lagoon,0.4,0.28,0.52,
129967,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Liquid/Slurry,0.293333333,0.205333333,0.381333333,
129968,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Solid Storage,0.355,0.2485,0.4615,
129969,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Dry Lot,0.45,0.315,0.585,
129970,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Pasture/Range/Paddock,0.21,0.147,0.273,
129971,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Daily Spread,0.07,0.049,0.091,
129972,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Digester,0.275,0.1925,0.3575,
129973,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Burned For Fuel,0,0,0,
129974,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Pit<1Month,0.25,0.175,0.325,
129975,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Pit>1Month,0.25,0.175,0.325,
129976,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Poultry Manure,0,0,0,
129977,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Deep Bedding,0.4,0.28,0.52,
129978,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Composting,0.625,0.4375,0.8125,
129979,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Wet,Aerobic Treatment,0.85,0.595,1.105,
129980,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Lagoon,0.4,0.28,0.52,
129981,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Liquid/Slurry,0.293333333,0.205333333,0.381333333,
129982,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Solid Storage,0.355,0.2485,0.4615,
129983,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Dry Lot,0.45,0.315,0.585,
129984,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Pasture/Range/Paddock,0.21,0.147,0.273,
129985,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Daily Spread,0.07,0.049,0.091,
129986,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Digester,0.275,0.1925,0.3575,
129987,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Burned For Fuel,0,0,0,
129988,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Pit<1Month,0.25,0.175,0.325,
129989,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Pit>1Month,0.25,0.175,0.325,
129990,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Poultry Manure,0,0,0,
129991,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Deep Bedding,0.4,0.28,0.52,
129992,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Composting,0.625,0.4375,0.8125,
129993,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Moist,Aerobic Treatment,0.85,0.595,1.105,
129994,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Lagoon,0.4,0.28,0.52,
129995,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Liquid/Slurry,0.293333333,0.205333333,0.381333333,
129996,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Solid Storage,0.355,0.2485,0.4615,
129997,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Dry Lot,0.45,0.315,0.585,
129998,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
129999,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Daily Spread,0.07,0.049,0.091,
130000,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Digester,0.275,0.1925,0.3575,
130001,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Burned For Fuel,0,0,0,
130002,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Pit<1Month,0.25,0.175,0.325,
130003,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Pit>1Month,0.25,0.175,0.325,
130004,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Poultry Manure,0,0,0,
130005,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Deep Bedding,0.4,0.28,0.52,
130006,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Composting,0.625,0.4375,0.8125,
130007,EmissionType object (3),Breeding Swine,Low-Productivity,Tropical,Dry,Aerobic Treatment,0.85,0.595,1.105,
130008,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Lagoon,0.35,0.245,0.455,
130009,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Liquid/Slurry,0.09,0.063,0.117,
130010,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Solid Storage,0.09,0.063,0.117,
130011,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Dry Lot,0.3,0.21,0.39,
130012,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Pasture/Range/Paddock,0.21,0.147,0.273,
130013,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Daily Spread,0.07,0.049,0.091,
130014,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Digester,0.275,0.1925,0.3575,
130015,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Burned For Fuel,0,0,0,
130016,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Pit<1Month,0.25,0.175,0.325,
130017,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Pit>1Month,0.25,0.175,0.325,
130018,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Poultry Manure,0,0,0,
130019,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Deep Bedding,0.4,0.28,0.52,
130020,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Composting,0.19,0.133,0.247,
130021,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Moist,Aerobic Treatment,0.27,0.189,0.351,
130022,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Lagoon,0.35,0.245,0.455,
130023,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Liquid/Slurry,0.09,0.063,0.117,
130024,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Solid Storage,0.09,0.063,0.117,
130025,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Dry Lot,0.3,0.21,0.39,
130026,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
130027,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Daily Spread,0.07,0.049,0.091,
130028,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Digester,0.275,0.1925,0.3575,
130029,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Burned For Fuel,0,0,0,
130030,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Pit<1Month,0.25,0.175,0.325,
130031,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Pit>1Month,0.25,0.175,0.325,
130032,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Poultry Manure,0,0,0,
130033,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Deep Bedding,0.4,0.28,0.52,
130034,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Composting,0.19,0.133,0.247,
130035,EmissionType object (3),Chicken Layer,High-Productivity,Cool Temperate,Dry,Aerobic Treatment,0.27,0.189,0.351,
130036,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Lagoon,0.35,0.245,0.455,
130037,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Liquid/Slurry,0.09,0.063,0.117,
130038,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Solid Storage,0.09,0.063,0.117,
130039,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Dry Lot,0.3,0.21,0.39,
130040,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Pasture/Range/Paddock,0.21,0.147,0.273,
130041,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Daily Spread,0.07,0.049,0.091,
130042,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Digester,0.275,0.1925,0.3575,
130043,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Burned For Fuel,0,0,0,
130044,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Pit<1Month,0.25,0.175,0.325,
130045,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Pit>1Month,0.25,0.175,0.325,
130046,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Poultry Manure,0,0,0,
130047,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Deep Bedding,0.4,0.28,0.52,
130048,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Composting,0.19,0.133,0.247,
130049,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Moist,Aerobic Treatment,0.27,0.189,0.351,
130050,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Lagoon,0.35,0.245,0.455,
130051,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Liquid/Slurry,0.09,0.063,0.117,
130052,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Solid Storage,0.09,0.063,0.117,
130053,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Dry Lot,0.3,0.21,0.39,
130054,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
130055,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Daily Spread,0.07,0.049,0.091,
130056,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Digester,0.275,0.1925,0.3575,
130057,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Burned For Fuel,0,0,0,
130058,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Pit<1Month,0.25,0.175,0.325,
130059,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Pit>1Month,0.25,0.175,0.325,
130060,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Poultry Manure,0,0,0,
130061,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Deep Bedding,0.4,0.28,0.52,
130062,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Composting,0.19,0.133,0.247,
130063,EmissionType object (3),Chicken Layer,High-Productivity,Boreal,Dry,Aerobic Treatment,0.27,0.189,0.351,
130064,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Lagoon,0.35,0.245,0.455,
130065,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Liquid/Slurry,0.09,0.063,0.117,
130066,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Solid Storage,0.09,0.063,0.117,
130067,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Dry Lot,0.3,0.21,0.39,
130068,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Pasture/Range/Paddock,0.21,0.147,0.273,
130069,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Daily Spread,0.07,0.049,0.091,
130070,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Digester,0.275,0.1925,0.3575,
130071,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Burned For Fuel,0,0,0,
130072,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Pit<1Month,0.25,0.175,0.325,
130073,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Pit>1Month,0.25,0.175,0.325,
130074,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Poultry Manure,0,0,0,
130075,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Deep Bedding,0.4,0.28,0.52,
130076,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Composting,0.19,0.133,0.247,
130077,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Moist,Aerobic Treatment,0.27,0.189,0.351,
130078,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Lagoon,0.35,0.245,0.455,
130079,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Liquid/Slurry,0.09,0.063,0.117,
130080,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Solid Storage,0.09,0.063,0.117,
130081,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Dry Lot,0.3,0.21,0.39,
130082,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
130083,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Daily Spread,0.07,0.049,0.091,
130084,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Digester,0.275,0.1925,0.3575,
130085,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Burned For Fuel,0,0,0,
130086,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Pit<1Month,0.25,0.175,0.325,
130087,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Pit>1Month,0.25,0.175,0.325,
130088,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Poultry Manure,0,0,0,
130089,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Deep Bedding,0.4,0.28,0.52,
130090,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Composting,0.19,0.133,0.247,
130091,EmissionType object (3),Chicken Layer,High-Productivity,Warm Temperate,Dry,Aerobic Treatment,0.27,0.189,0.351,
130092,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Lagoon,0.35,0.245,0.455,
130093,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Liquid/Slurry,0.09,0.063,0.117,
130094,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Solid Storage,0.09,0.063,0.117,
130095,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Dry Lot,0.3,0.21,0.39,
130096,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Pasture/Range/Paddock,0.21,0.147,0.273,
130097,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Daily Spread,0.07,0.049,0.091,
130098,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Digester,0.275,0.1925,0.3575,
130099,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Burned For Fuel,0,0,0,
130100,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Pit<1Month,0.25,0.175,0.325,
130101,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Pit>1Month,0.25,0.175,0.325,
130102,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Poultry Manure,0,0,0,
130103,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Deep Bedding,0.4,0.28,0.52,
130104,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Composting,0.19,0.133,0.247,
130105,EmissionType object (3),Chicken Layer,High-Productivity,Tropical Montane,Dry,Aerobic Treatment,0.27,0.189,0.351,
