id,climate,moisture,continent,land_use_type,value,value_min,value_max,"source: Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.2, 5.3, 5.9."
43781,Cool Temperate,Dry,Western Asia,Groundnuts,4.7,1.175,8.225,
43782,Cool Temperate,Dry,Western Asia,Annual Cropland,4.7,1.175,8.225,
43783,Cool Temperate,Dry,Western Asia,Set Aside,4.7,1.175,8.225,
43784,Cool Temperate,Dry,Western Asia,Flooded Rice,4.7,1.175,8.225,
43785,Cool Temperate,Dry,Western Asia,Grassland,3.055,0.76375,5.34625,
43786,Cool Temperate,Dry,Western Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
43787,Cool Temperate,Dry,Western Asia,Settlement,0,#N/A,#N/A,
43788,Cool Temperate,Dry,Western Asia,Agroforestry - Default,20.6,5.15,36.05,
43789,Cool Temperate,Dry,Western Asia,Hedgerow,13.1,9.301,16.899,
43790,Cool Temperate,Dry,Western Asia,Silvoarable,13.7,3.425,23.975,
43791,Cool Temperate,Dry,Western Asia,Silvopasture,35,8.75,61.25,
43792,Cool Temperate,Dry,Western Asia,Other Land,1,#N/A,#N/A,
43793,Cool Temperate,Dry,Western Asia,Olive,6.9,1.725,12.075,
43794,Cool Temperate,Dry,Western Asia,Orchard,6.4,1.6,11.2,
43795,Cool Temperate,Dry,Western Asia,Short Rotation Coppice,6.35,1.5875,11.1125,
43796,Cool Temperate,Dry,Western Asia,Tea,18.3,4.575,32.025,
43797,Cool Temperate,Dry,Western Asia,Vine,2.8,2.1,3.5,
43798,Cool Temperate,Dry,Europe,Grains,4.7,1.175,8.225,
43799,Cool Temperate,Dry,Europe,Maize,4.7,1.175,8.225,
43800,Cool Temperate,Dry,Europe,Sugarcane,4.7,1.175,8.225,
43801,Cool Temperate,Dry,Europe,Wheat,4.7,1.175,8.225,
43802,Cool Temperate,Dry,Europe,Beans & Pulses,4.7,1.175,8.225,
43803,Cool Temperate,Dry,Europe,Tubers,4.7,1.175,8.225,
43804,Cool Temperate,Dry,Europe,Root Crops,4.7,1.175,8.225,
43805,Cool Temperate,Dry,Europe,Barley,4.7,1.175,8.225,
43806,Cool Temperate,Dry,Europe,Oats,4.7,1.175,8.225,
43807,Cool Temperate,Dry,Europe,Millet,4.7,1.175,8.225,
43808,Cool Temperate,Dry,Europe,Sorghum,4.7,1.175,8.225,
43809,Cool Temperate,Dry,Europe,Rye,4.7,1.175,8.225,
43810,Cool Temperate,Dry,Europe,Soybeans,4.7,1.175,8.225,
43811,Cool Temperate,Dry,Europe,Dry Bean,4.7,1.175,8.225,
43812,Cool Temperate,Dry,Europe,Potatoes,4.7,1.175,8.225,
43813,Cool Temperate,Dry,Europe,Peanuts,4.7,1.175,8.225,
43814,Cool Temperate,Dry,Europe,Vegetables,4.7,1.175,8.225,
43815,Cool Temperate,Dry,Europe,Oilseeds,4.7,1.175,8.225,
43816,Cool Temperate,Dry,Europe,Groundnuts,4.7,1.175,8.225,
43817,Cool Temperate,Dry,Europe,Annual Cropland,4.7,1.175,8.225,
43818,Cool Temperate,Dry,Europe,Set Aside,4.7,1.175,8.225,
43819,Cool Temperate,Dry,Europe,Flooded Rice,4.7,1.175,8.225,
43820,Cool Temperate,Dry,Europe,Grassland,3.055,0.76375,5.34625,
43821,Cool Temperate,Dry,Europe,Other Land (Non-Vegetated),0,#N/A,#N/A,
43822,Cool Temperate,Dry,Europe,Settlement,0,#N/A,#N/A,
43823,Cool Temperate,Dry,Europe,Agroforestry - Default,20.6,5.15,36.05,
43824,Cool Temperate,Dry,Europe,Hedgerow,13.1,9.301,16.899,
43825,Cool Temperate,Dry,Europe,Silvoarable,13.7,3.425,23.975,
43826,Cool Temperate,Dry,Europe,Silvopasture,35,8.75,61.25,
43827,Cool Temperate,Dry,Europe,Other Land,1,#N/A,#N/A,
43828,Cool Temperate,Dry,Europe,Olive,6.9,1.725,12.075,
43829,Cool Temperate,Dry,Europe,Orchard,6.4,1.6,11.2,
43830,Cool Temperate,Dry,Europe,Short Rotation Coppice,6.35,1.5875,11.1125,
43831,Cool Temperate,Dry,Europe,Tea,18.3,4.575,32.025,
43832,Cool Temperate,Dry,Europe,Vine,2.8,2.1,3.5,
43833,Cool Temperate,Dry,Oceania,Grains,4.7,1.175,8.225,
43834,Cool Temperate,Dry,Oceania,Maize,4.7,1.175,8.225,
43835,Cool Temperate,Dry,Oceania,Sugarcane,4.7,1.175,8.225,
43836,Cool Temperate,Dry,Oceania,Wheat,4.7,1.175,8.225,
43837,Cool Temperate,Dry,Oceania,Beans & Pulses,4.7,1.175,8.225,
43838,Cool Temperate,Dry,Oceania,Tubers,4.7,1.175,8.225,
43839,Cool Temperate,Dry,Oceania,Root Crops,4.7,1.175,8.225,
43840,Cool Temperate,Dry,Oceania,Barley,4.7,1.175,8.225,
43841,Cool Temperate,Dry,Oceania,Oats,4.7,1.175,8.225,
43842,Cool Temperate,Dry,Oceania,Millet,4.7,1.175,8.225,
43843,Cool Temperate,Dry,Oceania,Sorghum,4.7,1.175,8.225,
43844,Cool Temperate,Dry,Oceania,Rye,4.7,1.175,8.225,
43845,Cool Temperate,Dry,Oceania,Soybeans,4.7,1.175,8.225,
43846,Cool Temperate,Dry,Oceania,Dry Bean,4.7,1.175,8.225,
43847,Cool Temperate,Dry,Oceania,Potatoes,4.7,1.175,8.225,
43848,Cool Temperate,Dry,Oceania,Peanuts,4.7,1.175,8.225,
43849,Cool Temperate,Dry,Oceania,Vegetables,4.7,1.175,8.225,
43850,Cool Temperate,Dry,Oceania,Oilseeds,4.7,1.175,8.225,
43851,Cool Temperate,Dry,Oceania,Groundnuts,4.7,1.175,8.225,
43852,Cool Temperate,Dry,Oceania,Annual Cropland,4.7,1.175,8.225,
43853,Cool Temperate,Dry,Oceania,Set Aside,4.7,1.175,8.225,
43854,Cool Temperate,Dry,Oceania,Flooded Rice,4.7,1.175,8.225,
43855,Cool Temperate,Dry,Oceania,Grassland,3.055,0.76375,5.34625,
43856,Cool Temperate,Dry,Oceania,Other Land (Non-Vegetated),0,#N/A,#N/A,
43857,Cool Temperate,Dry,Oceania,Settlement,0,#N/A,#N/A,
43858,Cool Temperate,Dry,Oceania,Agroforestry - Default,20.6,5.15,36.05,
43859,Cool Temperate,Dry,Oceania,Hedgerow,13.1,9.301,16.899,
43860,Cool Temperate,Dry,Oceania,Silvoarable,13.7,3.425,23.975,
43861,Cool Temperate,Dry,Oceania,Silvopasture,35,8.75,61.25,
43862,Cool Temperate,Dry,Oceania,Other Land,1,#N/A,#N/A,
43863,Cool Temperate,Dry,Oceania,Olive,6.9,1.725,12.075,
43864,Cool Temperate,Dry,Oceania,Orchard,6.4,1.6,11.2,
43865,Cool Temperate,Dry,Oceania,Short Rotation Coppice,6.35,1.5875,11.1125,
43866,Cool Temperate,Dry,Oceania,Tea,18.3,4.575,32.025,
43867,Cool Temperate,Dry,Oceania,Vine,2.8,2.1,3.5,
43868,Cool Temperate,Dry,North America,Grains,4.7,1.175,8.225,
43869,Cool Temperate,Dry,North America,Maize,4.7,1.175,8.225,
43870,Cool Temperate,Dry,North America,Sugarcane,4.7,1.175,8.225,
43871,Cool Temperate,Dry,North America,Wheat,4.7,1.175,8.225,
43872,Cool Temperate,Dry,North America,Beans & Pulses,4.7,1.175,8.225,
43873,Cool Temperate,Dry,North America,Tubers,4.7,1.175,8.225,
43874,Cool Temperate,Dry,North America,Root Crops,4.7,1.175,8.225,
43875,Cool Temperate,Dry,North America,Barley,4.7,1.175,8.225,
43876,Cool Temperate,Dry,North America,Oats,4.7,1.175,8.225,
43877,Cool Temperate,Dry,North America,Millet,4.7,1.175,8.225,
43878,Cool Temperate,Dry,North America,Sorghum,4.7,1.175,8.225,
43879,Cool Temperate,Dry,North America,Rye,4.7,1.175,8.225,
43880,Cool Temperate,Dry,North America,Soybeans,4.7,1.175,8.225,
43881,Cool Temperate,Dry,North America,Dry Bean,4.7,1.175,8.225,
43882,Cool Temperate,Dry,North America,Potatoes,4.7,1.175,8.225,
43883,Cool Temperate,Dry,North America,Peanuts,4.7,1.175,8.225,
43884,Cool Temperate,Dry,North America,Vegetables,4.7,1.175,8.225,
43885,Cool Temperate,Dry,North America,Oilseeds,4.7,1.175,8.225,
43886,Cool Temperate,Dry,North America,Groundnuts,4.7,1.175,8.225,
43887,Cool Temperate,Dry,North America,Annual Cropland,4.7,1.175,8.225,
43888,Cool Temperate,Dry,North America,Set Aside,4.7,1.175,8.225,
43889,Cool Temperate,Dry,North America,Flooded Rice,4.7,1.175,8.225,
43890,Cool Temperate,Dry,North America,Grassland,3.055,0.76375,5.34625,
43891,Cool Temperate,Dry,North America,Other Land (Non-Vegetated),0,#N/A,#N/A,
43892,Cool Temperate,Dry,North America,Settlement,0,#N/A,#N/A,
43893,Cool Temperate,Dry,North America,Agroforestry - Default,20.6,5.15,36.05,
43894,Cool Temperate,Dry,North America,Hedgerow,13.1,9.301,16.899,
43895,Cool Temperate,Dry,North America,Silvoarable,13.7,3.425,23.975,
43896,Cool Temperate,Dry,North America,Silvopasture,35,8.75,61.25,
43897,Cool Temperate,Dry,North America,Other Land,1,#N/A,#N/A,
43898,Cool Temperate,Dry,North America,Olive,6.9,1.725,12.075,
43899,Cool Temperate,Dry,North America,Orchard,6.4,1.6,11.2,
43900,Cool Temperate,Dry,North America,Short Rotation Coppice,6.35,1.5875,11.1125,
43901,Cool Temperate,Dry,North America,Tea,18.3,4.575,32.025,
43902,Cool Temperate,Dry,North America,Vine,2.8,2.1,3.5,
43903,Cool Temperate,Dry,South America,Grains,4.7,1.175,8.225,
43904,Cool Temperate,Dry,South America,Maize,4.7,1.175,8.225,
43905,Cool Temperate,Dry,South America,Sugarcane,4.7,1.175,8.225,
43906,Cool Temperate,Dry,South America,Wheat,4.7,1.175,8.225,
43907,Cool Temperate,Dry,South America,Beans & Pulses,4.7,1.175,8.225,
43908,Cool Temperate,Dry,South America,Tubers,4.7,1.175,8.225,
43909,Cool Temperate,Dry,South America,Root Crops,4.7,1.175,8.225,
43910,Cool Temperate,Dry,South America,Barley,4.7,1.175,8.225,
43911,Cool Temperate,Dry,South America,Oats,4.7,1.175,8.225,
43912,Cool Temperate,Dry,South America,Millet,4.7,1.175,8.225,
43913,Cool Temperate,Dry,South America,Sorghum,4.7,1.175,8.225,
43914,Cool Temperate,Dry,South America,Rye,4.7,1.175,8.225,
43915,Cool Temperate,Dry,South America,Soybeans,4.7,1.175,8.225,
43916,Cool Temperate,Dry,South America,Dry Bean,4.7,1.175,8.225,
43917,Cool Temperate,Dry,South America,Potatoes,4.7,1.175,8.225,
43918,Cool Temperate,Dry,South America,Peanuts,4.7,1.175,8.225,
43919,Cool Temperate,Dry,South America,Vegetables,4.7,1.175,8.225,
43920,Cool Temperate,Dry,South America,Oilseeds,4.7,1.175,8.225,
43921,Cool Temperate,Dry,South America,Groundnuts,4.7,1.175,8.225,
43922,Cool Temperate,Dry,South America,Annual Cropland,4.7,1.175,8.225,
43923,Cool Temperate,Dry,South America,Set Aside,4.7,1.175,8.225,
43924,Cool Temperate,Dry,South America,Flooded Rice,4.7,1.175,8.225,
43925,Cool Temperate,Dry,South America,Grassland,3.055,0.76375,5.34625,
43926,Cool Temperate,Dry,South America,Other Land (Non-Vegetated),0,#N/A,#N/A,
43927,Cool Temperate,Dry,South America,Settlement,0,#N/A,#N/A,
43928,Cool Temperate,Dry,South America,Agroforestry - Default,20.6,5.15,36.05,
43929,Cool Temperate,Dry,South America,Hedgerow,13.1,9.301,16.899,
43930,Cool Temperate,Dry,South America,Silvoarable,13.7,3.425,23.975,
43931,Cool Temperate,Dry,South America,Silvopasture,35,8.75,61.25,
43932,Cool Temperate,Dry,South America,Other Land,1,#N/A,#N/A,
43933,Cool Temperate,Dry,South America,Olive,6.9,1.725,12.075,
43934,Cool Temperate,Dry,South America,Orchard,6.4,1.6,11.2,
43935,Cool Temperate,Dry,South America,Short Rotation Coppice,6.35,1.5875,11.1125,
43936,Cool Temperate,Dry,South America,Tea,18.3,4.575,32.025,
43937,Cool Temperate,Dry,South America,Vine,2.8,2.1,3.5,
43938,Cool Temperate,Dry,Central America,Grains,4.7,1.175,8.225,
43939,Cool Temperate,Dry,Central America,Maize,4.7,1.175,8.225,
43940,Cool Temperate,Dry,Central America,Sugarcane,4.7,1.175,8.225,
43941,Cool Temperate,Dry,Central America,Wheat,4.7,1.175,8.225,
43942,Cool Temperate,Dry,Central America,Beans & Pulses,4.7,1.175,8.225,
43943,Cool Temperate,Dry,Central America,Tubers,4.7,1.175,8.225,
43944,Cool Temperate,Dry,Central America,Root Crops,4.7,1.175,8.225,
43945,Cool Temperate,Dry,Central America,Barley,4.7,1.175,8.225,
43946,Cool Temperate,Dry,Central America,Oats,4.7,1.175,8.225,
43947,Cool Temperate,Dry,Central America,Millet,4.7,1.175,8.225,
43948,Cool Temperate,Dry,Central America,Sorghum,4.7,1.175,8.225,
43949,Cool Temperate,Dry,Central America,Rye,4.7,1.175,8.225,
43950,Cool Temperate,Dry,Central America,Soybeans,4.7,1.175,8.225,
43951,Cool Temperate,Dry,Central America,Dry Bean,4.7,1.175,8.225,
43952,Cool Temperate,Dry,Central America,Potatoes,4.7,1.175,8.225,
43953,Cool Temperate,Dry,Central America,Peanuts,4.7,1.175,8.225,
43954,Cool Temperate,Dry,Central America,Vegetables,4.7,1.175,8.225,
43955,Cool Temperate,Dry,Central America,Oilseeds,4.7,1.175,8.225,
43956,Cool Temperate,Dry,Central America,Groundnuts,4.7,1.175,8.225,
43957,Cool Temperate,Dry,Central America,Annual Cropland,4.7,1.175,8.225,
43958,Cool Temperate,Dry,Central America,Set Aside,4.7,1.175,8.225,
43959,Cool Temperate,Dry,Central America,Flooded Rice,4.7,1.175,8.225,
43960,Cool Temperate,Dry,Central America,Grassland,3.055,0.76375,5.34625,
43961,Cool Temperate,Dry,Central America,Other Land (Non-Vegetated),0,#N/A,#N/A,
43962,Cool Temperate,Dry,Central America,Settlement,0,#N/A,#N/A,
43963,Cool Temperate,Dry,Central America,Agroforestry - Default,20.6,5.15,36.05,
43964,Cool Temperate,Dry,Central America,Hedgerow,13.1,9.301,16.899,
43965,Cool Temperate,Dry,Central America,Silvoarable,13.7,3.425,23.975,
43966,Cool Temperate,Dry,Central America,Silvopasture,35,8.75,61.25,
43967,Cool Temperate,Dry,Central America,Other Land,1,#N/A,#N/A,
43968,Cool Temperate,Dry,Central America,Olive,6.9,1.725,12.075,
43969,Cool Temperate,Dry,Central America,Orchard,6.4,1.6,11.2,
43970,Cool Temperate,Dry,Central America,Short Rotation Coppice,6.35,1.5875,11.1125,
43971,Cool Temperate,Dry,Central America,Tea,18.3,4.575,32.025,
43972,Cool Temperate,Dry,Central America,Vine,2.8,2.1,3.5,
43973,Cool Temperate,Dry,Caribbean,Grains,4.7,1.175,8.225,
43974,Cool Temperate,Dry,Caribbean,Maize,4.7,1.175,8.225,
43975,Cool Temperate,Dry,Caribbean,Sugarcane,4.7,1.175,8.225,
43976,Cool Temperate,Dry,Caribbean,Wheat,4.7,1.175,8.225,
43977,Cool Temperate,Dry,Caribbean,Beans & Pulses,4.7,1.175,8.225,
43978,Cool Temperate,Dry,Caribbean,Tubers,4.7,1.175,8.225,
43979,Cool Temperate,Dry,Caribbean,Root Crops,4.7,1.175,8.225,
43980,Cool Temperate,Dry,Caribbean,Barley,4.7,1.175,8.225,
43981,Cool Temperate,Dry,Caribbean,Oats,4.7,1.175,8.225,
43982,Cool Temperate,Dry,Caribbean,Millet,4.7,1.175,8.225,
43983,Cool Temperate,Dry,Caribbean,Sorghum,4.7,1.175,8.225,
43984,Cool Temperate,Dry,Caribbean,Rye,4.7,1.175,8.225,
43985,Cool Temperate,Dry,Caribbean,Soybeans,4.7,1.175,8.225,
43986,Cool Temperate,Dry,Caribbean,Dry Bean,4.7,1.175,8.225,
43987,Cool Temperate,Dry,Caribbean,Potatoes,4.7,1.175,8.225,
43988,Cool Temperate,Dry,Caribbean,Peanuts,4.7,1.175,8.225,
43989,Cool Temperate,Dry,Caribbean,Vegetables,4.7,1.175,8.225,
43990,Cool Temperate,Dry,Caribbean,Oilseeds,4.7,1.175,8.225,
43991,Cool Temperate,Dry,Caribbean,Groundnuts,4.7,1.175,8.225,
43992,Cool Temperate,Dry,Caribbean,Annual Cropland,4.7,1.175,8.225,
43993,Cool Temperate,Dry,Caribbean,Set Aside,4.7,1.175,8.225,
43994,Cool Temperate,Dry,Caribbean,Flooded Rice,4.7,1.175,8.225,
43995,Cool Temperate,Dry,Caribbean,Grassland,3.055,0.76375,5.34625,
43996,Cool Temperate,Dry,Caribbean,Other Land (Non-Vegetated),0,#N/A,#N/A,
43997,Cool Temperate,Dry,Caribbean,Settlement,0,#N/A,#N/A,
43998,Cool Temperate,Dry,Caribbean,Agroforestry - Default,20.6,5.15,36.05,
43999,Cool Temperate,Dry,Caribbean,Hedgerow,13.1,9.301,16.899,
44000,Cool Temperate,Dry,Caribbean,Silvoarable,13.7,3.425,23.975,
44001,Cool Temperate,Dry,Caribbean,Silvopasture,35,8.75,61.25,
44002,Cool Temperate,Dry,Caribbean,Other Land,1,#N/A,#N/A,
44003,Cool Temperate,Dry,Caribbean,Olive,6.9,1.725,12.075,
44004,Cool Temperate,Dry,Caribbean,Orchard,6.4,1.6,11.2,
44005,Cool Temperate,Dry,Caribbean,Short Rotation Coppice,6.35,1.5875,11.1125,
44006,Cool Temperate,Dry,Caribbean,Tea,18.3,4.575,32.025,
44007,Cool Temperate,Dry,Caribbean,Vine,2.8,2.1,3.5,
44008,Cool Temperate,Moist,Eastern Africa,Grains,4.7,1.175,8.225,
44009,Cool Temperate,Moist,Eastern Africa,Maize,4.7,1.175,8.225,
44010,Cool Temperate,Moist,Eastern Africa,Sugarcane,4.7,1.175,8.225,
44011,Cool Temperate,Moist,Eastern Africa,Wheat,4.7,1.175,8.225,
44012,Cool Temperate,Moist,Eastern Africa,Beans & Pulses,4.7,1.175,8.225,
44013,Cool Temperate,Moist,Eastern Africa,Tubers,4.7,1.175,8.225,
44014,Cool Temperate,Moist,Eastern Africa,Root Crops,4.7,1.175,8.225,
44015,Cool Temperate,Moist,Eastern Africa,Barley,4.7,1.175,8.225,
44016,Cool Temperate,Moist,Eastern Africa,Oats,4.7,1.175,8.225,
44017,Cool Temperate,Moist,Eastern Africa,Millet,4.7,1.175,8.225,
44018,Cool Temperate,Moist,Eastern Africa,Sorghum,4.7,1.175,8.225,
44019,Cool Temperate,Moist,Eastern Africa,Rye,4.7,1.175,8.225,
44020,Cool Temperate,Moist,Eastern Africa,Soybeans,4.7,1.175,8.225,
44021,Cool Temperate,Moist,Eastern Africa,Dry Bean,4.7,1.175,8.225,
44022,Cool Temperate,Moist,Eastern Africa,Potatoes,4.7,1.175,8.225,
44023,Cool Temperate,Moist,Eastern Africa,Peanuts,4.7,1.175,8.225,
44024,Cool Temperate,Moist,Eastern Africa,Vegetables,4.7,1.175,8.225,
44025,Cool Temperate,Moist,Eastern Africa,Oilseeds,4.7,1.175,8.225,
44026,Cool Temperate,Moist,Eastern Africa,Groundnuts,4.7,1.175,8.225,
44027,Cool Temperate,Moist,Eastern Africa,Annual Cropland,4.7,1.175,8.225,
44028,Cool Temperate,Moist,Eastern Africa,Set Aside,4.7,1.175,8.225,
44029,Cool Temperate,Moist,Eastern Africa,Flooded Rice,4.7,1.175,8.225,
44030,Cool Temperate,Moist,Eastern Africa,Grassland,5.64,1.41,9.87,
44031,Cool Temperate,Moist,Eastern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
44032,Cool Temperate,Moist,Eastern Africa,Settlement,0,#N/A,#N/A,
44033,Cool Temperate,Moist,Eastern Africa,Agroforestry - Default,20.6,5.15,36.05,
44034,Cool Temperate,Moist,Eastern Africa,Hedgerow,13.1,9.301,16.899,
44035,Cool Temperate,Moist,Eastern Africa,Silvoarable,13.7,3.425,23.975,
44036,Cool Temperate,Moist,Eastern Africa,Silvopasture,35,8.75,61.25,
44037,Cool Temperate,Moist,Eastern Africa,Other Land,1,#N/A,#N/A,
44038,Cool Temperate,Moist,Eastern Africa,Olive,6.9,1.725,12.075,
44039,Cool Temperate,Moist,Eastern Africa,Orchard,6.4,1.6,11.2,
44040,Cool Temperate,Moist,Eastern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
44041,Cool Temperate,Moist,Eastern Africa,Tea,18.3,4.575,32.025,
44042,Cool Temperate,Moist,Eastern Africa,Vine,2.8,2.1,3.5,
44043,Cool Temperate,Moist,Central Africa,Grains,4.7,1.175,8.225,
44044,Cool Temperate,Moist,Central Africa,Maize,4.7,1.175,8.225,
44045,Cool Temperate,Moist,Central Africa,Sugarcane,4.7,1.175,8.225,
44046,Cool Temperate,Moist,Central Africa,Wheat,4.7,1.175,8.225,
44047,Cool Temperate,Moist,Central Africa,Beans & Pulses,4.7,1.175,8.225,
44048,Cool Temperate,Moist,Central Africa,Tubers,4.7,1.175,8.225,
44049,Cool Temperate,Moist,Central Africa,Root Crops,4.7,1.175,8.225,
44050,Cool Temperate,Moist,Central Africa,Barley,4.7,1.175,8.225,
44051,Cool Temperate,Moist,Central Africa,Oats,4.7,1.175,8.225,
44052,Cool Temperate,Moist,Central Africa,Millet,4.7,1.175,8.225,
44053,Cool Temperate,Moist,Central Africa,Sorghum,4.7,1.175,8.225,
44054,Cool Temperate,Moist,Central Africa,Rye,4.7,1.175,8.225,
44055,Cool Temperate,Moist,Central Africa,Soybeans,4.7,1.175,8.225,
44056,Cool Temperate,Moist,Central Africa,Dry Bean,4.7,1.175,8.225,
44057,Cool Temperate,Moist,Central Africa,Potatoes,4.7,1.175,8.225,
44058,Cool Temperate,Moist,Central Africa,Peanuts,4.7,1.175,8.225,
44059,Cool Temperate,Moist,Central Africa,Vegetables,4.7,1.175,8.225,
44060,Cool Temperate,Moist,Central Africa,Oilseeds,4.7,1.175,8.225,
44061,Cool Temperate,Moist,Central Africa,Groundnuts,4.7,1.175,8.225,
44062,Cool Temperate,Moist,Central Africa,Annual Cropland,4.7,1.175,8.225,
44063,Cool Temperate,Moist,Central Africa,Set Aside,4.7,1.175,8.225,
44064,Cool Temperate,Moist,Central Africa,Flooded Rice,4.7,1.175,8.225,
44065,Cool Temperate,Moist,Central Africa,Grassland,5.64,1.41,9.87,
44066,Cool Temperate,Moist,Central Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
44067,Cool Temperate,Moist,Central Africa,Settlement,0,#N/A,#N/A,
44068,Cool Temperate,Moist,Central Africa,Agroforestry - Default,20.6,5.15,36.05,
44069,Cool Temperate,Moist,Central Africa,Hedgerow,13.1,9.301,16.899,
44070,Cool Temperate,Moist,Central Africa,Silvoarable,13.7,3.425,23.975,
44071,Cool Temperate,Moist,Central Africa,Silvopasture,35,8.75,61.25,
44072,Cool Temperate,Moist,Central Africa,Other Land,1,#N/A,#N/A,
44073,Cool Temperate,Moist,Central Africa,Olive,6.9,1.725,12.075,
44074,Cool Temperate,Moist,Central Africa,Orchard,6.4,1.6,11.2,
44075,Cool Temperate,Moist,Central Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
44076,Cool Temperate,Moist,Central Africa,Tea,18.3,4.575,32.025,
44077,Cool Temperate,Moist,Central Africa,Vine,2.8,2.1,3.5,
44078,Cool Temperate,Moist,Northern Africa,Grains,4.7,1.175,8.225,
44079,Cool Temperate,Moist,Northern Africa,Maize,4.7,1.175,8.225,
44080,Cool Temperate,Moist,Northern Africa,Sugarcane,4.7,1.175,8.225,
44081,Cool Temperate,Moist,Northern Africa,Wheat,4.7,1.175,8.225,
44082,Cool Temperate,Moist,Northern Africa,Beans & Pulses,4.7,1.175,8.225,
44083,Cool Temperate,Moist,Northern Africa,Tubers,4.7,1.175,8.225,
44084,Cool Temperate,Moist,Northern Africa,Root Crops,4.7,1.175,8.225,
44085,Cool Temperate,Moist,Northern Africa,Barley,4.7,1.175,8.225,
44086,Cool Temperate,Moist,Northern Africa,Oats,4.7,1.175,8.225,
44087,Cool Temperate,Moist,Northern Africa,Millet,4.7,1.175,8.225,
44088,Cool Temperate,Moist,Northern Africa,Sorghum,4.7,1.175,8.225,
44089,Cool Temperate,Moist,Northern Africa,Rye,4.7,1.175,8.225,
44090,Cool Temperate,Moist,Northern Africa,Soybeans,4.7,1.175,8.225,
44091,Cool Temperate,Moist,Northern Africa,Dry Bean,4.7,1.175,8.225,
44092,Cool Temperate,Moist,Northern Africa,Potatoes,4.7,1.175,8.225,
44093,Cool Temperate,Moist,Northern Africa,Peanuts,4.7,1.175,8.225,
44094,Cool Temperate,Moist,Northern Africa,Vegetables,4.7,1.175,8.225,
44095,Cool Temperate,Moist,Northern Africa,Oilseeds,4.7,1.175,8.225,
44096,Cool Temperate,Moist,Northern Africa,Groundnuts,4.7,1.175,8.225,
44097,Cool Temperate,Moist,Northern Africa,Annual Cropland,4.7,1.175,8.225,
44098,Cool Temperate,Moist,Northern Africa,Set Aside,4.7,1.175,8.225,
44099,Cool Temperate,Moist,Northern Africa,Flooded Rice,4.7,1.175,8.225,
44100,Cool Temperate,Moist,Northern Africa,Grassland,5.64,1.41,9.87,
44101,Cool Temperate,Moist,Northern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
44102,Cool Temperate,Moist,Northern Africa,Settlement,0,#N/A,#N/A,
44103,Cool Temperate,Moist,Northern Africa,Agroforestry - Default,20.6,5.15,36.05,
44104,Cool Temperate,Moist,Northern Africa,Hedgerow,13.1,9.301,16.899,
44105,Cool Temperate,Moist,Northern Africa,Silvoarable,13.7,3.425,23.975,
44106,Cool Temperate,Moist,Northern Africa,Silvopasture,35,8.75,61.25,
44107,Cool Temperate,Moist,Northern Africa,Other Land,1,#N/A,#N/A,
44108,Cool Temperate,Moist,Northern Africa,Olive,6.9,1.725,12.075,
44109,Cool Temperate,Moist,Northern Africa,Orchard,6.4,1.6,11.2,
44110,Cool Temperate,Moist,Northern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
44111,Cool Temperate,Moist,Northern Africa,Tea,18.3,4.575,32.025,
44112,Cool Temperate,Moist,Northern Africa,Vine,2.8,2.1,3.5,
44113,Cool Temperate,Moist,Southern Africa,Grains,4.7,1.175,8.225,
44114,Cool Temperate,Moist,Southern Africa,Maize,4.7,1.175,8.225,
44115,Cool Temperate,Moist,Southern Africa,Sugarcane,4.7,1.175,8.225,
44116,Cool Temperate,Moist,Southern Africa,Wheat,4.7,1.175,8.225,
44117,Cool Temperate,Moist,Southern Africa,Beans & Pulses,4.7,1.175,8.225,
44118,Cool Temperate,Moist,Southern Africa,Tubers,4.7,1.175,8.225,
44119,Cool Temperate,Moist,Southern Africa,Root Crops,4.7,1.175,8.225,
44120,Cool Temperate,Moist,Southern Africa,Barley,4.7,1.175,8.225,
44121,Cool Temperate,Moist,Southern Africa,Oats,4.7,1.175,8.225,
44122,Cool Temperate,Moist,Southern Africa,Millet,4.7,1.175,8.225,
