id,summary,climate,moisture,continent,land_use_type,value (original),totalbiomass,totalbiomass_min,totalbiomass_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.1, 5.2, 5.3, 5.9, and Source: 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 6.4.",,,
,Cool Temperate | Dry | Eastern Africa | Grains,Cool Temperate,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Tubers,Cool Temperate,Dry,Central Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Root Crops,Cool Temperate,Dry,Central Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Barley,Cool Temperate,Dry,Central Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Oats,Cool Temperate,Dry,Central Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Millet,Cool Temperate,Dry,Central Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Sorghum,Cool Temperate,Dry,Central Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Rye,Cool Temperate,Dry,Central Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Soybeans,Cool Temperate,Dry,Central Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Dry Bean,Cool Temperate,Dry,Central Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Potatoes,Cool Temperate,Dry,Central Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Peanuts,Cool Temperate,Dry,Central Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Vegetables,Cool Temperate,Dry,Central Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Oilseeds,Cool Temperate,Dry,Central Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Groundnuts,Cool Temperate,Dry,Central Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Annual Cropland,Cool Temperate,Dry,Central Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Set Aside,Cool Temperate,Dry,Central Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Flooded Rice,Cool Temperate,Dry,Central Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Central Asia | Grassland,Cool Temperate,Dry,Central Asia,Grassland,3.055,3.055,0.76375,5.34625,,,,
,Cool Temperate | Dry | Central Asia | Other Land (Non-Vegetated),Cool Temperate,Dry,Central Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Central Asia | Settlement,Cool Temperate,Dry,Central Asia,Settlement,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Central Asia | Agroforestry - Default,Cool Temperate,Dry,Central Asia,Agroforestry - Default,2.376666667,2.376666666,0.964166666,3.789166666,,,,
,Cool Temperate | Dry | Central Asia | Hedgerow,Cool Temperate,Dry,Central Asia,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Cool Temperate | Dry | Central Asia | Silvoarable,Cool Temperate,Dry,Central Asia,Silvoarable,3.74,3.74,1.5125,5.9675,,,,
,Cool Temperate | Dry | Central Asia | Silvopasture,Cool Temperate,Dry,Central Asia,Silvopasture,2.29,2.29,1.4936,3.0864,,,,
,Cool Temperate | Dry | Central Asia | Other Land,Cool Temperate,Dry,Central Asia,Other Land,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Central Asia | Olive,Cool Temperate,Dry,Central Asia,Olive,0.46,0.46,0.3358,0.5842,,,,
,Cool Temperate | Dry | Central Asia | Orchard,Cool Temperate,Dry,Central Asia,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Cool Temperate | Dry | Central Asia | Short Rotation Coppice,Cool Temperate,Dry,Central Asia,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Cool Temperate | Dry | Central Asia | Tea,Cool Temperate,Dry,Central Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Cool Temperate | Dry | Central Asia | Vine,Cool Temperate,Dry,Central Asia,Vine,0.28,0.28,0.2072,0.3528,,,,
,Cool Temperate | Dry | Central Asia | Oil Palm,Cool Temperate,Dry,Central Asia,Oil Palm,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Central Asia | Rubber,Cool Temperate,Dry,Central Asia,Rubber,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Eastern Asia | Grains,Cool Temperate,Dry,Eastern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Maize,Cool Temperate,Dry,Eastern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Sugarcane,Cool Temperate,Dry,Eastern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Wheat,Cool Temperate,Dry,Eastern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Beans & Pulses,Cool Temperate,Dry,Eastern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Tubers,Cool Temperate,Dry,Eastern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Root Crops,Cool Temperate,Dry,Eastern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Barley,Cool Temperate,Dry,Eastern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Oats,Cool Temperate,Dry,Eastern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Millet,Cool Temperate,Dry,Eastern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Sorghum,Cool Temperate,Dry,Eastern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Rye,Cool Temperate,Dry,Eastern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Soybeans,Cool Temperate,Dry,Eastern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Dry Bean,Cool Temperate,Dry,Eastern Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Potatoes,Cool Temperate,Dry,Eastern Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Peanuts,Cool Temperate,Dry,Eastern Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Vegetables,Cool Temperate,Dry,Eastern Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Oilseeds,Cool Temperate,Dry,Eastern Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Groundnuts,Cool Temperate,Dry,Eastern Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Annual Cropland,Cool Temperate,Dry,Eastern Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Set Aside,Cool Temperate,Dry,Eastern Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Flooded Rice,Cool Temperate,Dry,Eastern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Eastern Asia | Grassland,Cool Temperate,Dry,Eastern Asia,Grassland,3.055,3.055,0.76375,5.34625,,,,
,Cool Temperate | Dry | Eastern Asia | Other Land (Non-Vegetated),Cool Temperate,Dry,Eastern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Eastern Asia | Settlement,Cool Temperate,Dry,Eastern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Eastern Asia | Agroforestry - Default,Cool Temperate,Dry,Eastern Asia,Agroforestry - Default,2.376666667,2.376666666,0.964166666,3.789166666,,,,
,Cool Temperate | Dry | Eastern Asia | Hedgerow,Cool Temperate,Dry,Eastern Asia,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Cool Temperate | Dry | Eastern Asia | Silvoarable,Cool Temperate,Dry,Eastern Asia,Silvoarable,3.74,3.74,1.5125,5.9675,,,,
,Cool Temperate | Dry | Eastern Asia | Silvopasture,Cool Temperate,Dry,Eastern Asia,Silvopasture,2.29,2.29,1.4936,3.0864,,,,
,Cool Temperate | Dry | Eastern Asia | Other Land,Cool Temperate,Dry,Eastern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Eastern Asia | Olive,Cool Temperate,Dry,Eastern Asia,Olive,0.46,0.46,0.3358,0.5842,,,,
,Cool Temperate | Dry | Eastern Asia | Orchard,Cool Temperate,Dry,Eastern Asia,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Cool Temperate | Dry | Eastern Asia | Short Rotation Coppice,Cool Temperate,Dry,Eastern Asia,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Cool Temperate | Dry | Eastern Asia | Tea,Cool Temperate,Dry,Eastern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Cool Temperate | Dry | Eastern Asia | Vine,Cool Temperate,Dry,Eastern Asia,Vine,0.28,0.28,0.2072,0.3528,,,,
,Cool Temperate | Dry | Eastern Asia | Oil Palm,Cool Temperate,Dry,Eastern Asia,Oil Palm,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Eastern Asia | Rubber,Cool Temperate,Dry,Eastern Asia,Rubber,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | South-Eastern Asia | Grains,Cool Temperate,Dry,South-Eastern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Maize,Cool Temperate,Dry,South-Eastern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Sugarcane,Cool Temperate,Dry,South-Eastern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Wheat,Cool Temperate,Dry,South-Eastern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Beans & Pulses,Cool Temperate,Dry,South-Eastern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Tubers,Cool Temperate,Dry,South-Eastern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Root Crops,Cool Temperate,Dry,South-Eastern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Barley,Cool Temperate,Dry,South-Eastern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Oats,Cool Temperate,Dry,South-Eastern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Millet,Cool Temperate,Dry,South-Eastern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Sorghum,Cool Temperate,Dry,South-Eastern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Rye,Cool Temperate,Dry,South-Eastern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Soybeans,Cool Temperate,Dry,South-Eastern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Dry Bean,Cool Temperate,Dry,South-Eastern Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Potatoes,Cool Temperate,Dry,South-Eastern Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Peanuts,Cool Temperate,Dry,South-Eastern Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Vegetables,Cool Temperate,Dry,South-Eastern Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Oilseeds,Cool Temperate,Dry,South-Eastern Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Groundnuts,Cool Temperate,Dry,South-Eastern Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Annual Cropland,Cool Temperate,Dry,South-Eastern Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Set Aside,Cool Temperate,Dry,South-Eastern Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Flooded Rice,Cool Temperate,Dry,South-Eastern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | South-Eastern Asia | Grassland,Cool Temperate,Dry,South-Eastern Asia,Grassland,3.055,3.055,0.76375,5.34625,,,,
,Cool Temperate | Dry | South-Eastern Asia | Other Land (Non-Vegetated),Cool Temperate,Dry,South-Eastern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | South-Eastern Asia | Settlement,Cool Temperate,Dry,South-Eastern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | South-Eastern Asia | Agroforestry - Default,Cool Temperate,Dry,South-Eastern Asia,Agroforestry - Default,2.376666667,2.376666666,0.964166666,3.789166666,,,,
,Cool Temperate | Dry | South-Eastern Asia | Hedgerow,Cool Temperate,Dry,South-Eastern Asia,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Cool Temperate | Dry | South-Eastern Asia | Silvoarable,Cool Temperate,Dry,South-Eastern Asia,Silvoarable,3.74,3.74,1.5125,5.9675,,,,
,Cool Temperate | Dry | South-Eastern Asia | Silvopasture,Cool Temperate,Dry,South-Eastern Asia,Silvopasture,2.29,2.29,1.4936,3.0864,,,,
,Cool Temperate | Dry | South-Eastern Asia | Other Land,Cool Temperate,Dry,South-Eastern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | South-Eastern Asia | Olive,Cool Temperate,Dry,South-Eastern Asia,Olive,0.46,0.46,0.3358,0.5842,,,,
,Cool Temperate | Dry | South-Eastern Asia | Orchard,Cool Temperate,Dry,South-Eastern Asia,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Cool Temperate | Dry | South-Eastern Asia | Short Rotation Coppice,Cool Temperate,Dry,South-Eastern Asia,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Cool Temperate | Dry | South-Eastern Asia | Tea,Cool Temperate,Dry,South-Eastern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Cool Temperate | Dry | South-Eastern Asia | Vine,Cool Temperate,Dry,South-Eastern Asia,Vine,0.28,0.28,0.2072,0.3528,,,,
,Cool Temperate | Dry | South-Eastern Asia | Oil Palm,Cool Temperate,Dry,South-Eastern Asia,Oil Palm,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | South-Eastern Asia | Rubber,Cool Temperate,Dry,South-Eastern Asia,Rubber,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Southern Asia | Grains,Cool Temperate,Dry,Southern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Maize,Cool Temperate,Dry,Southern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Sugarcane,Cool Temperate,Dry,Southern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Wheat,Cool Temperate,Dry,Southern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Beans & Pulses,Cool Temperate,Dry,Southern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Tubers,Cool Temperate,Dry,Southern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Root Crops,Cool Temperate,Dry,Southern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Barley,Cool Temperate,Dry,Southern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Oats,Cool Temperate,Dry,Southern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Millet,Cool Temperate,Dry,Southern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Sorghum,Cool Temperate,Dry,Southern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Rye,Cool Temperate,Dry,Southern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Soybeans,Cool Temperate,Dry,Southern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Dry Bean,Cool Temperate,Dry,Southern Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Potatoes,Cool Temperate,Dry,Southern Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Peanuts,Cool Temperate,Dry,Southern Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Vegetables,Cool Temperate,Dry,Southern Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Oilseeds,Cool Temperate,Dry,Southern Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Groundnuts,Cool Temperate,Dry,Southern Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Annual Cropland,Cool Temperate,Dry,Southern Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Set Aside,Cool Temperate,Dry,Southern Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Flooded Rice,Cool Temperate,Dry,Southern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Southern Asia | Grassland,Cool Temperate,Dry,Southern Asia,Grassland,3.055,3.055,0.76375,5.34625,,,,
,Cool Temperate | Dry | Southern Asia | Other Land (Non-Vegetated),Cool Temperate,Dry,Southern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Southern Asia | Settlement,Cool Temperate,Dry,Southern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Southern Asia | Agroforestry - Default,Cool Temperate,Dry,Southern Asia,Agroforestry - Default,2.376666667,2.376666666,0.964166666,3.789166666,,,,
,Cool Temperate | Dry | Southern Asia | Hedgerow,Cool Temperate,Dry,Southern Asia,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Cool Temperate | Dry | Southern Asia | Silvoarable,Cool Temperate,Dry,Southern Asia,Silvoarable,3.74,3.74,1.5125,5.9675,,,,
,Cool Temperate | Dry | Southern Asia | Silvopasture,Cool Temperate,Dry,Southern Asia,Silvopasture,2.29,2.29,1.4936,3.0864,,,,
,Cool Temperate | Dry | Southern Asia | Other Land,Cool Temperate,Dry,Southern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Southern Asia | Olive,Cool Temperate,Dry,Southern Asia,Olive,0.46,0.46,0.3358,0.5842,,,,
,Cool Temperate | Dry | Southern Asia | Orchard,Cool Temperate,Dry,Southern Asia,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Cool Temperate | Dry | Southern Asia | Short Rotation Coppice,Cool Temperate,Dry,Southern Asia,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Cool Temperate | Dry | Southern Asia | Tea,Cool Temperate,Dry,Southern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Cool Temperate | Dry | Southern Asia | Vine,Cool Temperate,Dry,Southern Asia,Vine,0.28,0.28,0.2072,0.3528,,,,
,Cool Temperate | Dry | Southern Asia | Oil Palm,Cool Temperate,Dry,Southern Asia,Oil Palm,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Southern Asia | Rubber,Cool Temperate,Dry,Southern Asia,Rubber,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Western Asia | Grains,Cool Temperate,Dry,Western Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Maize,Cool Temperate,Dry,Western Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Sugarcane,Cool Temperate,Dry,Western Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Wheat,Cool Temperate,Dry,Western Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Beans & Pulses,Cool Temperate,Dry,Western Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Tubers,Cool Temperate,Dry,Western Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Root Crops,Cool Temperate,Dry,Western Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Barley,Cool Temperate,Dry,Western Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Oats,Cool Temperate,Dry,Western Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Millet,Cool Temperate,Dry,Western Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Sorghum,Cool Temperate,Dry,Western Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Rye,Cool Temperate,Dry,Western Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Soybeans,Cool Temperate,Dry,Western Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Dry Bean,Cool Temperate,Dry,Western Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Potatoes,Cool Temperate,Dry,Western Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Peanuts,Cool Temperate,Dry,Western Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Vegetables,Cool Temperate,Dry,Western Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Oilseeds,Cool Temperate,Dry,Western Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Groundnuts,Cool Temperate,Dry,Western Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Annual Cropland,Cool Temperate,Dry,Western Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Set Aside,Cool Temperate,Dry,Western Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Flooded Rice,Cool Temperate,Dry,Western Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Western Asia | Grassland,Cool Temperate,Dry,Western Asia,Grassland,3.055,3.055,0.76375,5.34625,,,,
,Cool Temperate | Dry | Western Asia | Other Land (Non-Vegetated),Cool Temperate,Dry,Western Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Western Asia | Settlement,Cool Temperate,Dry,Western Asia,Settlement,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Western Asia | Agroforestry - Default,Cool Temperate,Dry,Western Asia,Agroforestry - Default,2.376666667,2.376666666,0.964166666,3.789166666,,,,
,Cool Temperate | Dry | Western Asia | Hedgerow,Cool Temperate,Dry,Western Asia,Hedgerow,1.1,1.1,0.6737,1.5263,,,,
,Cool Temperate | Dry | Western Asia | Silvoarable,Cool Temperate,Dry,Western Asia,Silvoarable,3.74,3.74,1.5125,5.9675,,,,
,Cool Temperate | Dry | Western Asia | Silvopasture,Cool Temperate,Dry,Western Asia,Silvopasture,2.29,2.29,1.4936,3.0864,,,,
,Cool Temperate | Dry | Western Asia | Other Land,Cool Temperate,Dry,Western Asia,Other Land,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Western Asia | Olive,Cool Temperate,Dry,Western Asia,Olive,0.46,0.46,0.3358,0.5842,,,,
,Cool Temperate | Dry | Western Asia | Orchard,Cool Temperate,Dry,Western Asia,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Cool Temperate | Dry | Western Asia | Short Rotation Coppice,Cool Temperate,Dry,Western Asia,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Cool Temperate | Dry | Western Asia | Tea,Cool Temperate,Dry,Western Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Cool Temperate | Dry | Western Asia | Vine,Cool Temperate,Dry,Western Asia,Vine,0.28,0.28,0.2072,0.3528,,,,
,Cool Temperate | Dry | Western Asia | Oil Palm,Cool Temperate,Dry,Western Asia,Oil Palm,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Western Asia | Rubber,Cool Temperate,Dry,Western Asia,Rubber,0,0,#N/A,#N/A,,,,
,Cool Temperate | Dry | Europe | Grains,Cool Temperate,Dry,Europe,Grains,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Europe | Maize,Cool Temperate,Dry,Europe,Maize,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Europe | Sugarcane,Cool Temperate,Dry,Europe,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Europe | Wheat,Cool Temperate,Dry,Europe,Wheat,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Europe | Beans & Pulses,Cool Temperate,Dry,Europe,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Europe | Tubers,Cool Temperate,Dry,Europe,Tubers,4.7,4.7,1.175,8.225,,,,
,Cool Temperate | Dry | Europe | Root Crops,Cool Temperate,Dry,Europe,Root Crops,4.7,4.7,1.175,8.225,,,,
