id,livestock_production_type,manure_management_type,livestock_category_type,ipcc_region,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10A.6."
16077,Default,Solid Storage,Dairy Cattle,Latin America And The Caribbean,5,N/A,N/A,
16078,Default,Dry Lot,Dairy Cattle,Latin America And The Caribbean,38,N/A,N/A,
16079,Default,Pasture/Range/Paddock,Dairy Cattle,Latin America And The Caribbean,57,N/A,N/A,
16080,Default,Daily Spread,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16081,Default,Digester,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16082,Default,Burned For Fuel,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16083,Default,Pit<1Month,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16085,Default,Poultry Manure,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16086,Default,Deep Bedding,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16087,Default,Composting,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16088,Default,Aerobic Treatment,Dairy Cattle,Latin America And The Caribbean,0,N/A,N/A,
16089,Default,Lagoon,Dairy Cattle,Western Europe,0,N/A,N/A,
16090,Default,Liquid/Slurry,Dairy Cattle,Western Europe,43,N/A,N/A,
16091,Default,Solid Storage,Dairy Cattle,Western Europe,29,N/A,N/A,
16092,Default,Dry Lot,Dairy Cattle,Western Europe,0,N/A,N/A,
16093,Default,Pasture/Range/Paddock,Dairy Cattle,Western Europe,26,N/A,N/A,
16094,Default,Daily Spread,Dairy Cattle,Western Europe,2,N/A,N/A,
16095,Default,Digester,Dairy Cattle,Western Europe,0,N/A,N/A,
16096,Default,Burned For Fuel,Dairy Cattle,Western Europe,0,N/A,N/A,
16097,Default,Pit<1Month,Dairy Cattle,Western Europe,0,N/A,N/A,
16099,Default,Poultry Manure,Dairy Cattle,Western Europe,0,N/A,N/A,
16100,Default,Deep Bedding,Dairy Cattle,Western Europe,0,N/A,N/A,
16101,Default,Composting,Dairy Cattle,Western Europe,0,N/A,N/A,
16102,Default,Aerobic Treatment,Dairy Cattle,Western Europe,0,N/A,N/A,
16103,Default,Lagoon,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16104,Default,Liquid/Slurry,Dairy Cattle,Eastern Europe,5,N/A,N/A,
16105,Default,Solid Storage,Dairy Cattle,Eastern Europe,74,N/A,N/A,
16106,Default,Dry Lot,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16107,Default,Pasture/Range/Paddock,Dairy Cattle,Eastern Europe,20,N/A,N/A,
16108,Default,Daily Spread,Dairy Cattle,Eastern Europe,1,N/A,N/A,
16109,Default,Digester,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16110,Default,Burned For Fuel,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16111,Default,Pit<1Month,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16113,Default,Poultry Manure,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16114,Default,Deep Bedding,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16115,Default,Composting,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16116,Default,Aerobic Treatment,Dairy Cattle,Eastern Europe,0,N/A,N/A,
16117,Default,Lagoon,Dairy Cattle,Russian Federation,0,N/A,N/A,
16118,Default,Liquid/Slurry,Dairy Cattle,Russian Federation,5,N/A,N/A,
16119,Default,Solid Storage,Dairy Cattle,Russian Federation,74,N/A,N/A,
16120,Default,Dry Lot,Dairy Cattle,Russian Federation,0,N/A,N/A,
16121,Default,Pasture/Range/Paddock,Dairy Cattle,Russian Federation,20,N/A,N/A,
16122,Default,Daily Spread,Dairy Cattle,Russian Federation,1,N/A,N/A,
16123,Default,Digester,Dairy Cattle,Russian Federation,0,N/A,N/A,
16124,Default,Burned For Fuel,Dairy Cattle,Russian Federation,0,N/A,N/A,
16125,Default,Pit<1Month,Dairy Cattle,Russian Federation,0,N/A,N/A,
16127,Default,Poultry Manure,Dairy Cattle,Russian Federation,0,N/A,N/A,
16128,Default,Deep Bedding,Dairy Cattle,Russian Federation,0,N/A,N/A,
16129,Default,Composting,Dairy Cattle,Russian Federation,0,N/A,N/A,
16130,Default,Aerobic Treatment,Dairy Cattle,Russian Federation,0,N/A,N/A,
16131,Default,Lagoon,Dairy Cattle,Oceania,5,N/A,N/A,
16132,Default,Liquid/Slurry,Dairy Cattle,Oceania,0,N/A,N/A,
16133,Default,Solid Storage,Dairy Cattle,Oceania,0,N/A,N/A,
16134,Default,Dry Lot,Dairy Cattle,Oceania,0,N/A,N/A,
16135,Default,Pasture/Range/Paddock,Dairy Cattle,Oceania,94,N/A,N/A,
16136,Default,Daily Spread,Dairy Cattle,Oceania,1,N/A,N/A,
16137,Default,Digester,Dairy Cattle,Oceania,0,N/A,N/A,
16138,Default,Burned For Fuel,Dairy Cattle,Oceania,0,N/A,N/A,
16139,Default,Pit<1Month,Dairy Cattle,Oceania,0,N/A,N/A,
16141,Default,Poultry Manure,Dairy Cattle,Oceania,0,N/A,N/A,
16142,Default,Deep Bedding,Dairy Cattle,Oceania,0,N/A,N/A,
16143,Default,Composting,Dairy Cattle,Oceania,0,N/A,N/A,
16144,Default,Aerobic Treatment,Dairy Cattle,Oceania,0,N/A,N/A,
16145,Default,Lagoon,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16146,Default,Liquid/Slurry,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16147,Default,Solid Storage,Dairy Cattle,NENA/Middle East,14,N/A,N/A,
16148,Default,Dry Lot,Dairy Cattle,NENA/Middle East,35,N/A,N/A,
16149,Default,Pasture/Range/Paddock,Dairy Cattle,NENA/Middle East,46,N/A,N/A,
16150,Default,Daily Spread,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16151,Default,Digester,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16152,Default,Burned For Fuel,Dairy Cattle,NENA/Middle East,5,N/A,N/A,
16153,Default,Pit<1Month,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16155,Default,Poultry Manure,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16156,Default,Deep Bedding,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16157,Default,Composting,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16158,Default,Aerobic Treatment,Dairy Cattle,NENA/Middle East,0,N/A,N/A,
16159,Default,Lagoon,Dairy Cattle,South Asia,0,N/A,N/A,
16160,Default,Liquid/Slurry,Dairy Cattle,South Asia,0,N/A,N/A,
16161,Default,Solid Storage,Dairy Cattle,South Asia,1,N/A,N/A,
16162,Default,Dry Lot,Dairy Cattle,South Asia,49,N/A,N/A,
16163,Default,Pasture/Range/Paddock,Dairy Cattle,South Asia,30,N/A,N/A,
16164,Default,Daily Spread,Dairy Cattle,South Asia,0,N/A,N/A,
16165,Default,Digester,Dairy Cattle,South Asia,0,N/A,N/A,
16166,Default,Burned For Fuel,Dairy Cattle,South Asia,20,N/A,N/A,
16167,Default,Pit<1Month,Dairy Cattle,South Asia,0,N/A,N/A,
16169,Default,Poultry Manure,Dairy Cattle,South Asia,0,N/A,N/A,
16170,Default,Deep Bedding,Dairy Cattle,South Asia,0,N/A,N/A,
16171,Default,Composting,Dairy Cattle,South Asia,0,N/A,N/A,
16172,Default,Aerobic Treatment,Dairy Cattle,South Asia,0,N/A,N/A,
16173,High-Productivity,Lagoon,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16174,High-Productivity,Liquid/Slurry,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16175,High-Productivity,Solid Storage,Other Cattle,Sub-Saharan Africa,15,N/A,N/A,
16176,High-Productivity,Dry Lot,Other Cattle,Sub-Saharan Africa,30,N/A,N/A,
16177,High-Productivity,Pasture/Range/Paddock,Other Cattle,Sub-Saharan Africa,50,N/A,N/A,
16178,High-Productivity,Daily Spread,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16179,High-Productivity,Digester,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16180,High-Productivity,Burned For Fuel,Other Cattle,Sub-Saharan Africa,5,N/A,N/A,
16181,High-Productivity,Pit<1Month,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16183,High-Productivity,Poultry Manure,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16184,High-Productivity,Deep Bedding,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16185,High-Productivity,Composting,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16186,High-Productivity,Aerobic Treatment,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16187,High-Productivity,Lagoon,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16188,High-Productivity,Liquid/Slurry,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16189,High-Productivity,Solid Storage,Other Cattle,East Asia And South-East Asia,29,N/A,N/A,
16190,High-Productivity,Dry Lot,Other Cattle,East Asia And South-East Asia,28,N/A,N/A,
16191,High-Productivity,Pasture/Range/Paddock,Other Cattle,East Asia And South-East Asia,36,N/A,N/A,
16192,High-Productivity,Daily Spread,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16193,High-Productivity,Digester,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16194,High-Productivity,Burned For Fuel,Other Cattle,East Asia And South-East Asia,7,N/A,N/A,
16195,High-Productivity,Pit<1Month,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16197,High-Productivity,Poultry Manure,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16198,High-Productivity,Deep Bedding,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16199,High-Productivity,Composting,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16200,High-Productivity,Aerobic Treatment,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16201,High-Productivity,Lagoon,Other Cattle,North America,0,N/A,N/A,
16202,High-Productivity,Liquid/Slurry,Other Cattle,North America,1,N/A,N/A,
16203,High-Productivity,Solid Storage,Other Cattle,North America,43,N/A,N/A,
16204,High-Productivity,Dry Lot,Other Cattle,North America,14,N/A,N/A,
16205,High-Productivity,Pasture/Range/Paddock,Other Cattle,North America,42,N/A,N/A,
16206,High-Productivity,Daily Spread,Other Cattle,North America,0,N/A,N/A,
16207,High-Productivity,Digester,Other Cattle,North America,0,N/A,N/A,
16208,High-Productivity,Burned For Fuel,Other Cattle,North America,0,N/A,N/A,
16209,High-Productivity,Pit<1Month,Other Cattle,North America,0,N/A,N/A,
16211,High-Productivity,Poultry Manure,Other Cattle,North America,0,N/A,N/A,
16212,High-Productivity,Deep Bedding,Other Cattle,North America,0,N/A,N/A,
16213,High-Productivity,Composting,Other Cattle,North America,0,N/A,N/A,
16214,High-Productivity,Aerobic Treatment,Other Cattle,North America,0,N/A,N/A,
16215,High-Productivity,Lagoon,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16216,High-Productivity,Liquid/Slurry,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16217,High-Productivity,Solid Storage,Other Cattle,Latin America And The Caribbean,3,N/A,N/A,
16218,High-Productivity,Dry Lot,Other Cattle,Latin America And The Caribbean,5,N/A,N/A,
16219,High-Productivity,Pasture/Range/Paddock,Other Cattle,Latin America And The Caribbean,92,N/A,N/A,
16220,High-Productivity,Daily Spread,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16221,High-Productivity,Digester,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16222,High-Productivity,Burned For Fuel,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16223,High-Productivity,Pit<1Month,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16225,High-Productivity,Poultry Manure,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16226,High-Productivity,Deep Bedding,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16227,High-Productivity,Composting,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16228,High-Productivity,Aerobic Treatment,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16229,High-Productivity,Lagoon,Other Cattle,Western Europe,0,N/A,N/A,
16230,High-Productivity,Liquid/Slurry,Other Cattle,Western Europe,22,N/A,N/A,
16231,High-Productivity,Solid Storage,Other Cattle,Western Europe,26,N/A,N/A,
16232,High-Productivity,Dry Lot,Other Cattle,Western Europe,0,N/A,N/A,
16233,High-Productivity,Pasture/Range/Paddock,Other Cattle,Western Europe,48,N/A,N/A,
16234,High-Productivity,Daily Spread,Other Cattle,Western Europe,4,N/A,N/A,
16235,High-Productivity,Digester,Other Cattle,Western Europe,0,N/A,N/A,
16236,High-Productivity,Burned For Fuel,Other Cattle,Western Europe,0,N/A,N/A,
16237,High-Productivity,Pit<1Month,Other Cattle,Western Europe,0,N/A,N/A,
16239,High-Productivity,Poultry Manure,Other Cattle,Western Europe,0,N/A,N/A,
16240,High-Productivity,Deep Bedding,Other Cattle,Western Europe,0,N/A,N/A,
16241,High-Productivity,Composting,Other Cattle,Western Europe,0,N/A,N/A,
16242,High-Productivity,Aerobic Treatment,Other Cattle,Western Europe,0,N/A,N/A,
16243,High-Productivity,Lagoon,Other Cattle,Eastern Europe,0,N/A,N/A,
16244,High-Productivity,Liquid/Slurry,Other Cattle,Eastern Europe,64,N/A,N/A,
16245,High-Productivity,Solid Storage,Other Cattle,Eastern Europe,5,N/A,N/A,
16246,High-Productivity,Dry Lot,Other Cattle,Eastern Europe,0,N/A,N/A,
16247,High-Productivity,Pasture/Range/Paddock,Other Cattle,Eastern Europe,31,N/A,N/A,
16248,High-Productivity,Daily Spread,Other Cattle,Eastern Europe,0,N/A,N/A,
16249,High-Productivity,Digester,Other Cattle,Eastern Europe,0,N/A,N/A,
16250,High-Productivity,Burned For Fuel,Other Cattle,Eastern Europe,0,N/A,N/A,
16251,High-Productivity,Pit<1Month,Other Cattle,Eastern Europe,0,N/A,N/A,
16253,High-Productivity,Poultry Manure,Other Cattle,Eastern Europe,0,N/A,N/A,
16254,High-Productivity,Deep Bedding,Other Cattle,Eastern Europe,0,N/A,N/A,
16255,High-Productivity,Composting,Other Cattle,Eastern Europe,0,N/A,N/A,
16256,High-Productivity,Aerobic Treatment,Other Cattle,Eastern Europe,0,N/A,N/A,
16257,High-Productivity,Lagoon,Other Cattle,Russian Federation,0,N/A,N/A,
16258,High-Productivity,Liquid/Slurry,Other Cattle,Russian Federation,64,N/A,N/A,
16259,High-Productivity,Solid Storage,Other Cattle,Russian Federation,5,N/A,N/A,
16260,High-Productivity,Dry Lot,Other Cattle,Russian Federation,0,N/A,N/A,
16261,High-Productivity,Pasture/Range/Paddock,Other Cattle,Russian Federation,31,N/A,N/A,
16262,High-Productivity,Daily Spread,Other Cattle,Russian Federation,0,N/A,N/A,
16263,High-Productivity,Digester,Other Cattle,Russian Federation,0,N/A,N/A,
16264,High-Productivity,Burned For Fuel,Other Cattle,Russian Federation,0,N/A,N/A,
16265,High-Productivity,Pit<1Month,Other Cattle,Russian Federation,0,N/A,N/A,
16267,High-Productivity,Poultry Manure,Other Cattle,Russian Federation,0,N/A,N/A,
16268,High-Productivity,Deep Bedding,Other Cattle,Russian Federation,0,N/A,N/A,
16269,High-Productivity,Composting,Other Cattle,Russian Federation,0,N/A,N/A,
16270,High-Productivity,Aerobic Treatment,Other Cattle,Russian Federation,0,N/A,N/A,
16271,High-Productivity,Lagoon,Other Cattle,Oceania,0,N/A,N/A,
16272,High-Productivity,Liquid/Slurry,Other Cattle,Oceania,0,N/A,N/A,
16273,High-Productivity,Solid Storage,Other Cattle,Oceania,0,N/A,N/A,
16274,High-Productivity,Dry Lot,Other Cattle,Oceania,0,N/A,N/A,
16275,High-Productivity,Pasture/Range/Paddock,Other Cattle,Oceania,100,N/A,N/A,
16276,High-Productivity,Daily Spread,Other Cattle,Oceania,0,N/A,N/A,
16277,High-Productivity,Digester,Other Cattle,Oceania,0,N/A,N/A,
16278,High-Productivity,Burned For Fuel,Other Cattle,Oceania,0,N/A,N/A,
16279,High-Productivity,Pit<1Month,Other Cattle,Oceania,0,N/A,N/A,
16281,High-Productivity,Poultry Manure,Other Cattle,Oceania,0,N/A,N/A,
16282,High-Productivity,Deep Bedding,Other Cattle,Oceania,0,N/A,N/A,
16283,High-Productivity,Composting,Other Cattle,Oceania,0,N/A,N/A,
16284,High-Productivity,Aerobic Treatment,Other Cattle,Oceania,0,N/A,N/A,
16285,High-Productivity,Lagoon,Other Cattle,NENA/Middle East,0,N/A,N/A,
16286,High-Productivity,Liquid/Slurry,Other Cattle,NENA/Middle East,0,N/A,N/A,
16287,High-Productivity,Solid Storage,Other Cattle,NENA/Middle East,5,N/A,N/A,
16288,High-Productivity,Dry Lot,Other Cattle,NENA/Middle East,46,N/A,N/A,
16289,High-Productivity,Pasture/Range/Paddock,Other Cattle,NENA/Middle East,42,N/A,N/A,
16290,High-Productivity,Daily Spread,Other Cattle,NENA/Middle East,0,N/A,N/A,
16291,High-Productivity,Digester,Other Cattle,NENA/Middle East,0,N/A,N/A,
16292,High-Productivity,Burned For Fuel,Other Cattle,NENA/Middle East,7,N/A,N/A,
16293,High-Productivity,Pit<1Month,Other Cattle,NENA/Middle East,0,N/A,N/A,
16295,High-Productivity,Poultry Manure,Other Cattle,NENA/Middle East,0,N/A,N/A,
16296,High-Productivity,Deep Bedding,Other Cattle,NENA/Middle East,0,N/A,N/A,
16297,High-Productivity,Composting,Other Cattle,NENA/Middle East,0,N/A,N/A,
16298,High-Productivity,Aerobic Treatment,Other Cattle,NENA/Middle East,0,N/A,N/A,
16299,High-Productivity,Lagoon,Other Cattle,South Asia,0,N/A,N/A,
16300,High-Productivity,Liquid/Slurry,Other Cattle,South Asia,0,N/A,N/A,
16301,High-Productivity,Solid Storage,Other Cattle,South Asia,1,N/A,N/A,
16302,High-Productivity,Dry Lot,Other Cattle,South Asia,49,N/A,N/A,
16303,High-Productivity,Pasture/Range/Paddock,Other Cattle,South Asia,30,N/A,N/A,
16304,High-Productivity,Daily Spread,Other Cattle,South Asia,0,N/A,N/A,
16305,High-Productivity,Digester,Other Cattle,South Asia,0,N/A,N/A,
16306,High-Productivity,Burned For Fuel,Other Cattle,South Asia,20,N/A,N/A,
16307,High-Productivity,Pit<1Month,Other Cattle,South Asia,0,N/A,N/A,
16309,High-Productivity,Poultry Manure,Other Cattle,South Asia,0,N/A,N/A,
16310,High-Productivity,Deep Bedding,Other Cattle,South Asia,0,N/A,N/A,
16311,High-Productivity,Composting,Other Cattle,South Asia,0,N/A,N/A,
16312,High-Productivity,Aerobic Treatment,Other Cattle,South Asia,0,N/A,N/A,
16313,Low-Productivity,Lagoon,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16314,Low-Productivity,Liquid/Slurry,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16315,Low-Productivity,Solid Storage,Other Cattle,Sub-Saharan Africa,15,N/A,N/A,
16316,Low-Productivity,Dry Lot,Other Cattle,Sub-Saharan Africa,30,N/A,N/A,
16317,Low-Productivity,Pasture/Range/Paddock,Other Cattle,Sub-Saharan Africa,50,N/A,N/A,
16318,Low-Productivity,Daily Spread,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16319,Low-Productivity,Digester,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16320,Low-Productivity,Burned For Fuel,Other Cattle,Sub-Saharan Africa,5,N/A,N/A,
16321,Low-Productivity,Pit<1Month,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16323,Low-Productivity,Poultry Manure,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16324,Low-Productivity,Deep Bedding,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16325,Low-Productivity,Composting,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16326,Low-Productivity,Aerobic Treatment,Other Cattle,Sub-Saharan Africa,0,N/A,N/A,
16327,Low-Productivity,Lagoon,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16328,Low-Productivity,Liquid/Slurry,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16329,Low-Productivity,Solid Storage,Other Cattle,East Asia And South-East Asia,29,N/A,N/A,
16330,Low-Productivity,Dry Lot,Other Cattle,East Asia And South-East Asia,28,N/A,N/A,
16331,Low-Productivity,Pasture/Range/Paddock,Other Cattle,East Asia And South-East Asia,36,N/A,N/A,
16332,Low-Productivity,Daily Spread,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16333,Low-Productivity,Digester,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16334,Low-Productivity,Burned For Fuel,Other Cattle,East Asia And South-East Asia,7,N/A,N/A,
16335,Low-Productivity,Pit<1Month,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16337,Low-Productivity,Poultry Manure,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16338,Low-Productivity,Deep Bedding,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16339,Low-Productivity,Composting,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16340,Low-Productivity,Aerobic Treatment,Other Cattle,East Asia And South-East Asia,0,N/A,N/A,
16341,Low-Productivity,Lagoon,Other Cattle,North America,0,N/A,N/A,
16342,Low-Productivity,Liquid/Slurry,Other Cattle,North America,1,N/A,N/A,
16343,Low-Productivity,Solid Storage,Other Cattle,North America,43,N/A,N/A,
16344,Low-Productivity,Dry Lot,Other Cattle,North America,14,N/A,N/A,
16345,Low-Productivity,Pasture/Range/Paddock,Other Cattle,North America,42,N/A,N/A,
16346,Low-Productivity,Daily Spread,Other Cattle,North America,0,N/A,N/A,
16347,Low-Productivity,Digester,Other Cattle,North America,0,N/A,N/A,
16348,Low-Productivity,Burned For Fuel,Other Cattle,North America,0,N/A,N/A,
16349,Low-Productivity,Pit<1Month,Other Cattle,North America,0,N/A,N/A,
16351,Low-Productivity,Poultry Manure,Other Cattle,North America,0,N/A,N/A,
16352,Low-Productivity,Deep Bedding,Other Cattle,North America,0,N/A,N/A,
16353,Low-Productivity,Composting,Other Cattle,North America,0,N/A,N/A,
16354,Low-Productivity,Aerobic Treatment,Other Cattle,North America,0,N/A,N/A,
16355,Low-Productivity,Lagoon,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16356,Low-Productivity,Liquid/Slurry,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16357,Low-Productivity,Solid Storage,Other Cattle,Latin America And The Caribbean,3,N/A,N/A,
16358,Low-Productivity,Dry Lot,Other Cattle,Latin America And The Caribbean,5,N/A,N/A,
16359,Low-Productivity,Pasture/Range/Paddock,Other Cattle,Latin America And The Caribbean,92,N/A,N/A,
16360,Low-Productivity,Daily Spread,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16361,Low-Productivity,Digester,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16362,Low-Productivity,Burned For Fuel,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16363,Low-Productivity,Pit<1Month,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16365,Low-Productivity,Poultry Manure,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16366,Low-Productivity,Deep Bedding,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16367,Low-Productivity,Composting,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16368,Low-Productivity,Aerobic Treatment,Other Cattle,Latin America And The Caribbean,0,N/A,N/A,
16369,Low-Productivity,Lagoon,Other Cattle,Western Europe,0,N/A,N/A,
16370,Low-Productivity,Liquid/Slurry,Other Cattle,Western Europe,22,N/A,N/A,
16371,Low-Productivity,Solid Storage,Other Cattle,Western Europe,26,N/A,N/A,
16372,Low-Productivity,Dry Lot,Other Cattle,Western Europe,0,N/A,N/A,
16373,Low-Productivity,Pasture/Range/Paddock,Other Cattle,Western Europe,48,N/A,N/A,
16374,Low-Productivity,Daily Spread,Other Cattle,Western Europe,4,N/A,N/A,
16375,Low-Productivity,Digester,Other Cattle,Western Europe,0,N/A,N/A,
16376,Low-Productivity,Burned For Fuel,Other Cattle,Western Europe,0,N/A,N/A,
