emission_type;climate;moisture;livestock_category_type;livestock_production_type;Lagoon;Liquid/Slurry;Solid Storage;Dry Lot;Pasture/Range/Paddock;Daily Spread;Digester;Burned For Fuel;Pit<1Month;Pit>1Month;Poultry Manure;Deep Bedding;Composting;Aerobic Treatment
N2O;Boreal;Dry;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Growing Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Growing Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Growing Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Breeding Swine;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Breeding Swine;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Breeding Swine;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Dairy Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Dairy Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Dairy Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Other Buffalo;High-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Other Buffalo;Low-Productivity;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Dry;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Moist;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Boreal;Dry;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Moist;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Warm Temperate;Dry;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical Montane;Dry;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Wet;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,006;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Moist;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,004;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Tropical;Dry;Other Buffalo;Default;0;0,003333333;0,0075;0,02;0,002;0;0,0006;;0,002;0,002;0,001;0,04;0,0065;0,0075
N2O;Cool Temperate;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Llamas And Alpacas;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Llamas And Alpacas;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Llamas And Alpacas;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Deer;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Deer;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Deer;Default;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Moist;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Boreal;Dry;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Moist;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Warm Temperate;Dry;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical Montane;Dry;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Wet;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Moist;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Tropical;Dry;Ostrich;High-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Moist;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
N2O;Cool Temperate;Dry;Ostrich;Low-Productivity;0;0;0;0;0;0;0;0;0;0;0;0;0;0
